Sentence,Sentiment,Tokens
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard ,neutral,"['One', 'of', 'the', 'headboxes', 'will', 'be', 'equipped', 'with', 'a', 'modern', 'consistency', 'control', 'system', 'to', 'ensure', 'cross', 'machine', 'profile', 'of', 'the', 'plasterboard']"
In the first nine months of 2010  the company s net loss narrowed to EUR 415000 from EUR 74 million for the corresponding period of 2009 ,positive,"['In', 'the', 'first', 'nine', 'months', 'of', '2010', 'the', 'company', 's', 'net', 'loss', 'narrowed', 'to', 'EUR', '415000', 'from', 'EUR', '74', 'million', 'for', 'the', 'corresponding', 'period', 'of', '2009']"
A total of 15000 new Citycon shares with a nominal value of EUR 135 per share were subscribed between 17 and 23 March 2006 exercising the ABC options based on the company s stock option plan 1999 ,neutral,"['A', 'total', 'of', '15000', 'new', 'Citycon', 'shares', 'with', 'a', 'nominal', 'value', 'of', 'EUR', '135', 'per', 'share', 'were', 'subscribed', 'between', '17', 'and', '23', 'March', '2006', 'exercising', 'the', 'ABC', 'options', 'based', 'on', 'the', 'company', 's', 'stock', 'option', 'plan', '1999']"
Sales have risen in other export markets ,positive,"['Sales', 'have', 'risen', 'in', 'other', 'export', 'markets']"
Industry NewsWolseley confident in reslilience amid mixed markets,positive,"['Industry', 'NewsWolseley', 'confident', 'in', 'reslilience', 'amid', 'mixed', 'markets']"
The agreement expands Tekla Structures  scope of use to bridge design ,positive,"['The', 'agreement', 'expands', 'Tekla', 'Structures', 'scope', 'of', 'use', 'to', 'bridge', 'design']"
Maglan Capital Up 2084 In February Long Fairpoint  httpstkscos1eQc  FRP,positive,"['Maglan', 'Capital', 'Up', '2084', 'In', 'February', 'Long', 'Fairpoint', 'httpstkscos1eQc', 'FRP']"
There are no substitutes to AC drives ,neutral,"['There', 'are', 'no', 'substitutes', 'to', 'AC', 'drives']"
The power generated annually by Loviisa covers about 10  of Finland s electricity consumption ,neutral,"['The', 'power', 'generated', 'annually', 'by', 'Loviisa', 'covers', 'about', '10', 'of', 'Finland', 's', 'electricity', 'consumption']"
If the employee leaves the company within the duration of the cover  the money invested to ensure commitment is returned to the company ,neutral,"['If', 'the', 'employee', 'leaves', 'the', 'company', 'within', 'the', 'duration', 'of', 'the', 'cover', 'the', 'money', 'invested', 'to', 'ensure', 'commitment', 'is', 'returned', 'to', 'the', 'company']"
Nordea Bank Estonia is part of the largest financial group in the Nordic countries ,neutral,"['Nordea', 'Bank', 'Estonia', 'is', 'part', 'of', 'the', 'largest', 'financial', 'group', 'in', 'the', 'Nordic', 'countries']"
In 2007  Alma Media s operating profit was about EUR 53mn ,neutral,"['In', '2007', 'Alma', 'Media', 's', 'operating', 'profit', 'was', 'about', 'EUR', '53mn']"
The figure includes the change in the fair value of the property portfolio  EUR 262 million ,neutral,"['The', 'figure', 'includes', 'the', 'change', 'in', 'the', 'fair', 'value', 'of', 'the', 'property', 'portfolio', 'EUR', '262', 'million']"
Profit for the period totalled EUR 08 mn  down from EUR 11 mn in the corresponding period in 2008 ,negative,"['Profit', 'for', 'the', 'period', 'totalled', 'EUR', '08', 'mn', 'down', 'from', 'EUR', '11', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2008']"
In 2009  Lee  Man had a combined annual production capacity of close to 45 million tonnes of paper and 300000 tonnes of pulp ,neutral,"['In', '2009', 'Lee', 'Man', 'had', 'a', 'combined', 'annual', 'production', 'capacity', 'of', 'close', 'to', '45', 'million', 'tonnes', 'of', 'paper', 'and', '300000', 'tonnes', 'of', 'pulp']"
Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss  as announced before ,negative,"['Net', 'sales', 'for', 'the', 'financial', 'year', '2006', 'are', 'expected', 'to', 'amount', 'to', 'about', 'EUR20m', 'and', 'the', 'operating', 'result', 'EBIT', 'is', 'expected', 'to', 'be', 'a', 'loss', 'as', 'announced', 'before']"
 ADP News   Oct 29  2008  Finnish lifting equipment maker Konecranes Oyj  OMX  KCR1V  said today that its net profit rose to EUR 1166 million  USD 1491 m  in the first nine months of 2008 from EUR 736 million for the s,positive,"['ADP', 'News', 'Oct', '29', '2008', 'Finnish', 'lifting', 'equipment', 'maker', 'Konecranes', 'Oyj', 'OMX', 'KCR1V', 'said', 'today', 'that', 'its', 'net', 'profit', 'rose', 'to', 'EUR', '1166', 'million', 'USD', '1491', 'm', 'in', 'the', 'first', 'nine', 'months', 'of', '2008', 'from', 'EUR', '736', 'million', 'for', 'the', 's']"
The company booked AprilJune new orders worth 949 mln eur  compared with 786 mln eur in the same period a year ago ,positive,"['The', 'company', 'booked', 'AprilJune', 'new', 'orders', 'worth', '949', 'mln', 'eur', 'compared', 'with', '786', 'mln', 'eur', 'in', 'the', 'same', 'period', 'a', 'year', 'ago']"
UK WINNERS  LOSERS Aviva And Friends Life Lead FTSE 100 Gainers,positive,"['UK', 'WINNERS', 'LOSERS', 'Aviva', 'And', 'Friends', 'Life', 'Lead', 'FTSE', '100', 'Gainers']"
Shell challenges Exxon dominance with 47 billionpound bid for BG,negative,"['Shell', 'challenges', 'Exxon', 'dominance', 'with', '47', 'billionpound', 'bid', 'for', 'BG']"
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system ,positive,"['Brazilian', 'mobile', 'player', 'Telemig', 'Celular', 'yesterday', 'announced', 'that', 'it', 'has', 'selected', 'Finnish', 'software', 'developer', 'Tecnomen', 'Oyj', 'to', 'expand', 'its', 'prepaid', 'billing', 'system']"
The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings  the European unit of Smithfield Foods Inc  SFD  of the US,neutral,"['The', 'sale', 'will', 'allow', 'Campofrio', 'to', 'focus', 'on', 'its', 'recently', 'announced', 'takeover', 'of', 'Groupe', 'Smithfield', 'Holdings', 'the', 'European', 'unit', 'of', 'Smithfield', 'Foods', 'Inc', 'SFD', 'of', 'the', 'US']"
The credit covers approximately 70  of the ship s price ,neutral,"['The', 'credit', 'covers', 'approximately', '70', 'of', 'the', 'ship', 's', 'price']"
Profit for the period totaled EUR 394 mn  up from EUR 339 mn in the corresponding period in 2006 ,positive,"['Profit', 'for', 'the', 'period', 'totaled', 'EUR', '394', 'mn', 'up', 'from', 'EUR', '339', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2006']"
We hope to increase traffic volumes with the opening of Freight One Scandinavia  ,positive,"['We', 'hope', 'to', 'increase', 'traffic', 'volumes', 'with', 'the', 'opening', 'of', 'Freight', 'One', 'Scandinavia']"
CRK time to accumulate for a long position with far more upside than downside,positive,"['CRK', 'time', 'to', 'accumulate', 'for', 'a', 'long', 'position', 'with', 'far', 'more', 'upside', 'than', 'downside']"
 Sanoma is a buyer not a target   he said ,neutral,"['Sanoma', 'is', 'a', 'buyer', 'not', 'a', 'target', 'he', 'said']"
This wood lacquered clock comes with a stripy handcrocheted cover ,neutral,"['This', 'wood', 'lacquered', 'clock', 'comes', 'with', 'a', 'stripy', 'handcrocheted', 'cover']"
The reduction notice applied to 17 people ,negative,"['The', 'reduction', 'notice', 'applied', 'to', '17', 'people']"
Operating profit improved by 167  to EUR 77 mn ,positive,"['Operating', 'profit', 'improved', 'by', '167', 'to', 'EUR', '77', 'mn']"
INTU is in the process of streamlining its structure especially through divestment of noncore businesses   httpstcodR5baNun2u,positive,"['INTU', 'is', 'in', 'the', 'process', 'of', 'streamlining', 'its', 'structure', 'especially', 'through', 'divestment', 'of', 'noncore', 'businesses', 'httpstcodR5baNun2u']"
com and possibly also through photomsn ,neutral,"['com', 'and', 'possibly', 'also', 'through', 'photomsn']"
In Q1 of 2010  Bank of land s net interest income increased from EUR 91 mn to EUR 97 mn ,positive,"['In', 'Q1', 'of', '2010', 'Bank', 'of', 'land', 's', 'net', 'interest', 'income', 'increased', 'from', 'EUR', '91', 'mn', 'to', 'EUR', '97', 'mn']"
It is being developed by Symbian  the software licensing consortium led by Nokia ,neutral,"['It', 'is', 'being', 'developed', 'by', 'Symbian', 'the', 'software', 'licensing', 'consortium', 'led', 'by', 'Nokia']"
As a result  the number of personnel in Finland will be reduced by 158 ,neutral,"['As', 'a', 'result', 'the', 'number', 'of', 'personnel', 'in', 'Finland', 'will', 'be', 'reduced', 'by', '158']"
 Adjustment to the fall in price level  in contrast  has been less effective ,negative,"['Adjustment', 'to', 'the', 'fall', 'in', 'price', 'level', 'in', 'contrast', 'has', 'been', 'less', 'effective']"
ADP News  Jan 13  2009  Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX  VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations ,neutral,"['ADP', 'News', 'Jan', '13', '2009', 'Finnish', 'industrial', 'and', 'environmental', 'measurement', 'equipment', 'maker', 'Vaisala', 'Oyj', 'OMX', 'VAIAS', 'said', 'yesterday', 'it', 'will', 'develop', 'an', 'operational', 'reference', 'radiosonde', 'for', 'climate', 'change', 'observations']"
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 ,positive,"['TeliaSonera', 'has', 'secured', 'deliveries', 'for', '4G', 'modems', 'with', 'support', 'for', '3G', 'and', '2G', 'during', 'the', 'second', 'quarter', '2010']"
The previous offer was 34  of voting rights and 123  of capital ,neutral,"['The', 'previous', 'offer', 'was', '34', 'of', 'voting', 'rights', 'and', '123', 'of', 'capital']"
EA Launches Origin Online Game Distribution for Mac httpstkscoaKTU via MacRumors EA,positive,"['EA', 'Launches', 'Origin', 'Online', 'Game', 'Distribution', 'for', 'Mac', 'httpstkscoaKTU', 'via', 'MacRumors', 'EA']"
Acquisitions have been made and businesses have been well integrated ,positive,"['Acquisitions', 'have', 'been', 'made', 'and', 'businesses', 'have', 'been', 'well', 'integrated']"
Expense ratio was 1026  compared to 929  in the corresponding period in 2005 ,negative,"['Expense', 'ratio', 'was', '1026', 'compared', 'to', '929', 'in', 'the', 'corresponding', 'period', 'in', '2005']"
Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry  as well as products used in environmental protection ,neutral,"['Yara', 'Suomi', 'Ltd', 'also', 'provides', 'nitrogen', 'chemicals', 'and', 'technical', 'nitrates', 'to', 'various', 'sectors', 'of', 'industry', 'as', 'well', 'as', 'products', 'used', 'in', 'environmental', 'protection']"
ALEXANDRIA  Va  March 20  Patrik Flykt and Timo Alakoski  both of Helsinki  Finland  and Tapio Suihko and Nadarajah Asokan  both of Espoo  Finland  have developed a method of mobility support of Internettype protocol traffic in a communication system ,neutral,"['ALEXANDRIA', 'Va', 'March', '20', 'Patrik', 'Flykt', 'and', 'Timo', 'Alakoski', 'both', 'of', 'Helsinki', 'Finland', 'and', 'Tapio', 'Suihko', 'and', 'Nadarajah', 'Asokan', 'both', 'of', 'Espoo', 'Finland', 'have', 'developed', 'a', 'method', 'of', 'mobility', 'support', 'of', 'Internettype', 'protocol', 'traffic', 'in', 'a', 'communication', 'system']"
Proving that good cellphone design is truly a work of art  the website for the Nokia 6131 provides a colorful canvas for the expression of mobileinspired sentiments ,positive,"['Proving', 'that', 'good', 'cellphone', 'design', 'is', 'truly', 'a', 'work', 'of', 'art', 'the', 'website', 'for', 'the', 'Nokia', '6131', 'provides', 'a', 'colorful', 'canvas', 'for', 'the', 'expression', 'of', 'mobileinspired', 'sentiments']"
Equity indexes working on a positive engulfing for March SML RUT IWC SMH SOX  Smallcaps  semis with a fakeout before the bout,positive,"['Equity', 'indexes', 'working', 'on', 'a', 'positive', 'engulfing', 'for', 'March', 'SML', 'RUT', 'IWC', 'SMH', 'SOX', 'Smallcaps', 'semis', 'with', 'a', 'fakeout', 'before', 'the', 'bout']"
Finnish metal components supplier Componenta Oyj said its net profit went up to 35 mln euro  45 mln in 2006 from 22 mln euro  28 mln in 2005 ,positive,"['Finnish', 'metal', 'components', 'supplier', 'Componenta', 'Oyj', 'said', 'its', 'net', 'profit', 'went', 'up', 'to', '35', 'mln', 'euro', '45', 'mln', 'in', '2006', 'from', '22', 'mln', 'euro', '28', 'mln', 'in', '2005']"
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 pm on Wednesday and the Regal Star s journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 am on Thursday ,neutral,"['The', 'SeaWind', 'that', 'was', 'en', 'route', 'from', 'the', 'Finnish', 'port', 'of', 'Turku', 'to', 'Stockholm', 'got', 'stuck', 'in', 'ice', 'already', 'around', '4', 'pm', 'on', 'Wednesday', 'and', 'the', 'Regal', 'Star', 's', 'journey', 'from', 'the', 'Swedish', 'port', 'of', 'Kapellskar', 'to', 'Paldiski', 'in', 'northwestern', 'Estonia', 'was', 'cut', 'short', 'at', '2', 'am', 'on', 'Thursday']"
AGJ recorded EUR 43 mln sales in 2006  most of which was generated by exports to customers in Western Europe  the statement said ,neutral,"['AGJ', 'recorded', 'EUR', '43', 'mln', 'sales', 'in', '2006', 'most', 'of', 'which', 'was', 'generated', 'by', 'exports', 'to', 'customers', 'in', 'Western', 'Europe', 'the', 'statement', 'said']"
Alma Media expects its net sales to increase as forecast previously ,positive,"['Alma', 'Media', 'expects', 'its', 'net', 'sales', 'to', 'increase', 'as', 'forecast', 'previously']"
Poyry is recognized as one of the world s leading advisors to the global forestry industry ,positive,"['Poyry', 'is', 'recognized', 'as', 'one', 'of', 'the', 'world', 's', 'leading', 'advisors', 'to', 'the', 'global', 'forestry', 'industry']"
Finnish Cargotec s Kalmar  the business area providing container handling solutions  has been awarded an order for a further ten EOne rubbertyred gantry RTG cranes from Saigon Newport Company SNP  in Vietnam ,positive,"['Finnish', 'Cargotec', 's', 'Kalmar', 'the', 'business', 'area', 'providing', 'container', 'handling', 'solutions', 'has', 'been', 'awarded', 'an', 'order', 'for', 'a', 'further', 'ten', 'EOne', 'rubbertyred', 'gantry', 'RTG', 'cranes', 'from', 'Saigon', 'Newport', 'Company', 'SNP', 'in', 'Vietnam']"
GOOG breakout very likely medium target 700 httpstksco1Lpz httpchartlylgb94rr,positive,"['GOOG', 'breakout', 'very', 'likely', 'medium', 'target', '700', 'httpstksco1Lpz', 'httpchartlylgb94rr']"
26 October 2010  Finnish environmental management company Lassila  Tikanoja Oyj  HEL  LAT1V   or LT  said today its net profit declined to EUR20 9 m for the first nine months of 2010 from EUR27 6 m for the same period a year earlier ,neutral,"['26', 'October', '2010', 'Finnish', 'environmental', 'management', 'company', 'Lassila', 'Tikanoja', 'Oyj', 'HEL', 'LAT1V', 'or', 'LT', 'said', 'today', 'its', 'net', 'profit', 'declined', 'to', 'EUR20', '9', 'm', 'for', 'the', 'first', 'nine', 'months', 'of', '2010', 'from', 'EUR27', '6', 'm', 'for', 'the', 'same', 'period', 'a', 'year', 'earlier']"
In the Baltic states the company reports net sales of EUR 119 mn  down from EUR 142 mn  and an operative EBIT of EUR 22 mn  down from EUR 17 mn ,neutral,"['In', 'the', 'Baltic', 'states', 'the', 'company', 'reports', 'net', 'sales', 'of', 'EUR', '119', 'mn', 'down', 'from', 'EUR', '142', 'mn', 'and', 'an', 'operative', 'EBIT', 'of', 'EUR', '22', 'mn', 'down', 'from', 'EUR', '17', 'mn']"
The company said that the fall in turnover had been planned ,neutral,"['The', 'company', 'said', 'that', 'the', 'fall', 'in', 'turnover', 'had', 'been', 'planned']"
