Sentence,Sentiment
ADP News Feb 6 2009 Finnish fishing tackle company Rapala VMC Corp HEL RAP1V said today net profit rose EUR 192 million USD 246 2008 EUR 175 million 2007,positive
Finnish sport equipment company Amer Sports said decided lay 370 worker Salomon division France,neutral
original contract signed last summer,neutral
first quarter 2008 Sacanfil net sale totalled EUR 500 mn operating profit EUR 47 mn,neutral
SPY cmon bull buy DIPS,positive
Group loyal customer magazine Yhteishyv came second 1629000 reader Sanoma Corporation daily newspaper Helsingin Sanomat third 1097000 reader,neutral
Kesko Agro Eesti retailer wholesaler grain agricultural warehousing machinery accessory net sale 81 million euro 2007 increase onetenth preceding year,positive
According construction work start spring 2007 facility commissioned spring 2008,neutral
FB TSLA cracking lower early short correction stock,negative
Operating profit EUR 245 mn EUR 230 mn,positive
total capital fund managed bank decreased 28 EUR 284mn end September 2008,neutral
Commission income decreased EUR 38 mn compared EUR 46 mn third quarter 2007,neutral
Finnish software developer Done Solutions Oyj said net profit increased 35 mln euro 46 mln 2006 23 mln euro 30 mln 2005,positive
Niina Nenonen Marimekko current director clothing bag accessory line take role,neutral
Homeowners across North America green experience share cost saving clean ecofriendly heating,neutral
Pharmaceutical market Italy Global Research Data Services published recently market analysis pharmaceutical market Italy,neutral
transaction support Huhtamaki strategic review rigid plastic consumer good operation say Huhtamki Oyj CEO Jukka Moisio,neutral
Britains FTSE steady supported Dixons Carphone,positive
ADP News Nov 13 2008 Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX ACG1V said today net loss narrowed EUR 2 million USD 25 first nine month 2008 EUR 57,positive
Finnish medium group Talentum issued profit warning,negative
train expected cross Russian territory 9 day reaching Vostochny port,neutral
FTSE 100 drop 25 pct Glencore metal price fear,negative
acquisition part Ramirent strategy strengthen position selected location,positive
HK Ruokatalo target know consumer,neutral
SBUX getting sold,negative
Strategic operational business information objectively reported,neutral
acquisition Panostaja Oyj expands business area specialising digital printing,positive
Via move company aim annual saving EUR3m main part expected realized year,positive
Net sale 2006 totaled EUR 302 million operating margin 16,neutral
However growth margin slowed due financial crisis,neutral
started software capable retrieving data typed computer keyboard keyloggers complex mechanism arrived scene phishing pharming,neutral
significant milestone Benefon helping u secure critical USP personal navigation product roadmap 2007 beyond commented Simon Button Chief Technology Officer Benefon,positive
Kone said court paper union action delayed repair elevator federal courthouse Jan 21 Saltonstall state office building Jan 23,negative
concept enables commercially affordable way manufacture highquality TCO coated glass solar industry,positive
Performance second half 2009 exceeded expectation,positive
ESF Nice little cupandhandle shaping 15minute Endofday SPY SPX favour good day index see gap open,positive
10000odd square metre plot Stockmann bought Nevsky Center shopping center located Nevsky Prospect St Petersburg high street next Vosstaniya Square underground station immediate vicinity Moscow Station,neutral
Amazon selling surveillance camera infected malware AMZN Amazon httpstcoTohLEQ8FK6 httpstco5PR4cBtVVy,negative
Net sale dropped 6 yearonyear EUR 119 million,negative
EUR5 9 H1 09 3 August 2009 Finnish medium group IlkkaYhtyma Oyj HEL ILK2S said today net profit fell 45 year EUR5 9 first half 2009,neutral
scheme TeliaSonera Altimo practically identical except involves merger stake VimpelCom Kyivstar,neutral
Finnish textile clothing group Marimekko Oyj posted net profit 799 mln euro 104 mln 2006 compared 84 mln euro 109 mln 2005,negative
January 11 2010 EPHC board director approved increase quarterly dividend 003 005 per share,positive
IWM relative weakness pretty apparent short boat getting full one prefer boat closer empty,negative
second quarter 2010 firstquarter growth net sale since third quarter of2008 said Magnus Rosen Ramirent CEO,positive
third quarter 2010 net sale increased 52 EUR 2055 mn operating profit 349 EUR 235 mn,positive
secondquarter net sale expected par first quarter 2009,neutral
According company decision issue made summer 2010 earliest summer 2011 latest,neutral
LT also acquired 50 pct stake local sector company Salvor Oy beginning September 2007,neutral
bot AMZN 600 weekly call 593,positive
Vaisala net profit third quarter 2007 dropped 30 mln euro 43 mln 68 mln euro 98 mln period 2006,negative
Finnish Suominen Corporation make wipe nonwovens flexible packaging expects change market situation reduce sale Suominen nonwovens wet wipe previously estimated volume,negative
Estonian electronic component factory Elcoteq running material closure air traffic,neutral
BBRY Ready Take,positive
Nine bank including Barclays Citi agree pay 2 billion settle forex,negative
result transaction aggregate holding Burrill Life Sciences Capital Fund LP decreased 5 per cent total number share vote Company,neutral
Diluted earnings per share EPS declined EUR 078 EUR 176,negative
beginning subscription period May 2 2006 share subscription price B option right EUR 1022 per share,neutral
sale Savcor Group Ltd comprise Savcor ART corporate function investment Cencorp Corporation,neutral
Amazons grocery deal Morrisons beginning,positive
According Finnish FIM Bank Alpro price would around EUR 100mn150mn,neutral
Net sale decreased EUR 2205 mn EUR 4700 mn corresponding period 2009,negative
Teva FDA Approves Generic Version AstraZeneca Heartburn Drug,positive
event followed online via Orion Finnish homepage wwworionfi well via Kauppalehti Live web service wwwkauppalehtifilive,neutral
Lithuanian beer market made 1441 million liter January rise 08 percent yearearlier figure Lithuanian Brewers Association reporting citing result member,positive
Cost cutting measure produced around EUR70m saving past nine month dampened airline loss Finnair said,positive
IACI httpstkscotJU Looks good weekly chart,positive
Viking Line head Jan Kaarstroem told TT company ferry well equipped handle ice passenger safe,positive
Finnish investment group Panostaja Oyj said net profit went 86 mln euro 114 mln fiscal 200506 ended October 31 2006 28 mln euro 37 mln period fiscal 200405,positive
AstraZeneca Daiichi Sankyo Jointly Commercialise MOVANTIK US,positive
ferry run trouble outside Stockholm archipelago made 20000 island,negative
appointment Kaupthing Bank aim coordinate Capital Markets activity within Group improve overall service client,positive
SPY Tomorrow party time Bears GOOG MSFT 55,negative
Operating profit excluding nonrecurring item decreased EUR 62 mn EUR 168 mn 2007 representing 23 net sale,negative
bank VTB24 provides mortgage loan buy apartment complex 1113 per annum ruble,neutral
Last year 83 million passenger flew airline 4 percent 2007,negative
Featuring S60 user interface 135gram model also come 24inch quarter VGA display 100 megabyte internal memory expandable Micro Secure Digital slot,neutral
seller include 40 shareholder including Intellibis management employee investor,neutral
insurer anticipates share Nordea net profit significant,positive
ADP News Feb 25 2009 Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL ACG1V said today swung net profit EUR 300000 USD 385000 2008 versus net loss EUR 653 million,positive
company reported today operating loss EUR0 1 net sale EUR4 5 first quarter 2008,neutral
Operating profit totaled EUR 825mn EUR 763mn 2004,positive
Capitex Kalmar continue responsible maintenance technical development service,neutral
Directors shareholder alike ask practice allowed continue,neutral
CEOs BPM UBI meet Italy econ minister talk heat,positive
Tekla organize information meeting analyst medium WTC Helsinki Marski meeting room Aleksanterinkatu 17 day 1230 130 pm Light lunch served,neutral
business organised February 1 2011 way production design service combined one entity Etteplan Operations,neutral
Following increase Huhtamaki Oyj registered share capital EUR 35870629000 number share outstanding 105501850,neutral
generated operating loss EUR 963 mn profit EUR 439 mn,negative
