Sentence,Sentiment
The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 14  handling 15 and braking on wet road with 19 ,positive
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15  lower than during the same period a year ago ,neutral
High winds also toppled three semitrailers on I15 north of Barstow ,neutral
Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS ,positive
Konecranes has previously communicated an estimated reduction of about 1600 employees on group level in 2009 ,neutral
GOOGL is setting up above its 50day moving average httpstcotTm9RnFoXJ,positive
The deal includes all rental equipment and related merchandise  the rental contract of the depot and two employees  the company said ,neutral
Operating cash flow after investments totalled EUR 613 mn compared to EUR 753 mn in the corresponding period in 2007 ,negative
The EBRD is using its own funds to provide a 216 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks  Nordea Bank Finland Plc 77 mln Euros and Pohjola Bank Plc 23 mln Euros ,neutral
 The issues identified by Stonesoft affect a range of content inspection technology ,neutral
Pharmaceuticals group Orion Corp reported a fall in its thirdquarter earnings that were hit by larger expenditures on RD and marketing ,negative
5star analyst brianwieser from Pivotal Research upgraded rating on GOOGL to BUY Brian has a 79 success rate httpstcot0dn02EOH5,positive
Hobby Hall s sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales ,negative
Last year  83 million passengers flew the airline  down 4 percent from 2007 ,neutral
Operating loss totalled EUR 32 mn  compared to a profit of EUR 72 mn in the third quarter of 2008 ,neutral
Subscription sales decreased slightly ,neutral
 ADP News   Feb 6  2009  Finnish fishing tackle company Rapala VMC Corp  HEL  RAP1V  said today its net profit rose to EUR 192 million  USD 246 m  for 2008 from EUR 175 million for 2007 ,positive
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France ,neutral
The original contract was signed last summer ,neutral
In the first quarter of 2008  Sacanfil s net sales totalled EUR 500 mn and its operating profit EUR 47 mn ,neutral
SPY cmon bulls buy DIPS,positive
S Group s loyal customer magazine Yhteishyv came second with 1629000 readers and Sanoma Corporation s daily newspaper Helsingin Sanomat was third with 1097000 readers ,neutral
Kesko Agro Eesti  the retailer and wholesaler of grain  agricultural and warehousing machinery and accessories  had net sales of 81 million euros in 2007  an increase by onetenth over the preceding year ,positive
According to him  construction work will start in spring 2007  and the facility is to be commissioned in spring 2008 ,neutral
FB  TSLA cracking lower early short correction stocks,negative
Operating profit was EUR 245 mn  up from EUR 230 mn ,positive
The total capital of funds managed by the bank decreased by 28  to EUR 284mn by the end of September 2008 ,neutral
Commission income decreased to EUR 38 mn  compared to EUR 46 mn in the third quarter of 2007 ,neutral
Finnish software developer Done Solutions Oyj said its net profit increased to 35 mln euro   46 mln  in 2006 from 23 mln euro   30 mln  in 2005 ,positive
Niina Nenonen  Marimekko s current director for clothing  bags and accessories lines  will take up this role ,neutral
Homeowners across North America have green experiences to share from cost savings to clean and ecofriendly heating ,neutral
Pharmaceutical market in Italy Global Research  Data Services published recently a market analysis about the pharmaceutical markets in Italy ,neutral
 This transaction supports Huhtamaki s strategic review of rigid plastic consumer goods operations   says Huhtamki Oyj s CEO Jukka Moisio ,neutral
Britains FTSE steadies supported by Dixons Carphone,positive
ADP News  Nov 13  2008  Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX  ACG1V said today that its net loss narrowed to EUR 2 million USD 25 m in the first nine months of 2008 from EUR 57,positive
Finnish media group Talentum has issued a profit warning ,negative
The train is expected to cross the Russian territory in 9 days  reaching the Vostochny port ,neutral
FTSE 100 drops 25 pct on Glencore metals price fears,negative
The acquisition is part of Ramirent s strategy to strengthen its position in selected locations ,positive
HK Ruokatalo s target is to know the consumers ,neutral
SBUX getting sold here,negative
Strategic and operational business information is objectively reported ,neutral
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing ,positive
Via the move  the company aims annual savings of some EUR3m  the main part of which are expected to be realized this year ,positive
Net sales in 2006 totaled EUR 302 million and the operating margin was 16  ,neutral
However  the growth margin slowed down due to the financial crisis ,neutral
It started with software that was capable of retrieving the data typed into the computer keyboard   keyloggers    and then more complex mechanisms arrived on the scene  such as phishing and pharming ,neutral
 This is a significant milestone for Benefon  helping us to secure critical USP s for our personal navigation product roadmap for 2007 and beyond   commented Simon Button  Chief Technology Officer at Benefon ,positive
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan 21 and the Saltonstall state office building on Jan 23 ,negative
The concept enables a commercially affordable way to manufacture highquality TCO coated glass for the solar industry ,positive
Performance in the second half of 2009 exceeded expectations ,positive
ESF Nice little cupandhandle shaping up on the 15minute Endofday SPY SPX favours a good day for the index Will we see a gap open,positive
The 10000odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect  St Petersburg s high street  next to the Vosstaniya Square underground station  in the immediate vicinity of Moscow Station ,neutral
Amazon has been selling surveillance cameras infected with malware AMZN Amazon  httpstcoTohLEQ8FK6 httpstco5PR4cBtVVy,negative
Net sales dropped by 6  yearonyear to EUR 119 million ,negative
down to EUR5 9 m H1 09 3 August 2009  Finnish media group IlkkaYhtyma Oyj  HEL  ILK2S  said today its net profit fell 45  on the year to EUR5 9 m in the first half of 2009 ,neutral
The scheme for TeliaSonera and Altimo is practically identical  except that it involves the merger of their stakes in VimpelCom and Kyivstar ,neutral
Finnish textiles and clothing group Marimekko Oyj posted a net profit of 799 mln euro  104 mln for 2006  compared to 84 mln euro  109 mln for 2005 ,negative
a January 11  2010 EPHC board of directors has approved an increase in the quarterly dividend from  003 to  005 per share ,positive
IWM relative weakness is pretty apparent but the short boat is getting full on this one I prefer the boat closer to empty,negative
