Sentence,Sentiment,Tokens
Shares Royal Sun Alliance continued slide back 12month high 172p last month potential suitor ruled takeover bid,negative,"['Shares', 'Royal', 'Sun', 'Alliance', 'continued', 'slide', 'back', '12month', 'high', '172p', 'last', 'month', 'potential', 'suitor', 'ruled', 'takeover', 'bid']"
Vegastrader66 Looks like good entry QIHU,positive,"['Vegastrader66', 'Looks', 'like', 'good', 'entry', 'QIHU']"
Iso Omena based Matinkyla district southern part city Espoo southern Finland,neutral,"['Iso', 'Omena', 'based', 'Matinkyla', 'district', 'southern', 'part', 'city', 'Espoo', 'southern', 'Finland']"
Furthermore efficiency improvement measure initiated earlier bearing fruit CEO Jan Lang said,positive,"['Furthermore', 'efficiency', 'improvement', 'measure', 'initiated', 'earlier', 'bearing', 'fruit', 'CEO', 'Jan', 'Lang', 'said']"
LCS service cover whole life cycle software information system process modelling tailored software development hosting service solution management maintenance support,neutral,"['LCS', 'service', 'cover', 'whole', 'life', 'cycle', 'software', 'information', 'system', 'process', 'modelling', 'tailored', 'software', 'development', 'hosting', 'service', 'solution', 'management', 'maintenance', 'support']"
shareholder entitlement became effective today,neutral,"['shareholder', 'entitlement', 'became', 'effective', 'today']"
YHOO making new HOD,positive,"['YHOO', 'making', 'new', 'HOD']"
Recovery evident liquid handling business particularly area outside Europe primarily North America Asia,positive,"['Recovery', 'evident', 'liquid', 'handling', 'business', 'particularly', 'area', 'outside', 'Europe', 'primarily', 'North', 'America', 'Asia']"
company operates power plant Tyumen Chelyabinsk region KhantyMansi Autonomous District,neutral,"['company', 'operates', 'power', 'plant', 'Tyumen', 'Chelyabinsk', 'region', 'KhantyMansi', 'Autonomous', 'District']"
Baltic country sale fell 402 Russia 232 term euro 107 term local currency,neutral,"['Baltic', 'country', 'sale', 'fell', '402', 'Russia', '232', 'term', 'euro', '107', 'term', 'local', 'currency']"
Cash flow operation JanuaryDecember 2008 negative EUR 181 mn compared EUR 390 mn corresponding period 2007,neutral,"['Cash', 'flow', 'operation', 'JanuaryDecember', '2008', 'negative', 'EUR', '181', 'mn', 'compared', 'EUR', '390', 'mn', 'corresponding', 'period', '2007']"
Finnish national carrier said net loss April June euro26 million net profit euro13 million year earlier,neutral,"['Finnish', 'national', 'carrier', 'said', 'net', 'loss', 'April', 'June', 'euro26', 'million', 'net', 'profit', 'euro13', 'million', 'year', 'earlier']"
tightened competition situation production automation market affected net sale 2006 Cencorp said,neutral,"['tightened', 'competition', 'situation', 'production', 'automation', 'market', 'affected', 'net', 'sale', '2006', 'Cencorp', 'said']"
3star analyst Joe Wittine Longbow Research reiterated HOLD rating NTAP,positive,"['3star', 'analyst', 'Joe', 'Wittine', 'Longbow', 'Research', 'reiterated', 'HOLD', 'rating', 'NTAP']"
standardised service met positive reception among customer well Itella,positive,"['standardised', 'service', 'met', 'positive', 'reception', 'among', 'customer', 'well', 'Itella']"
Kyroskoski investment completed late 2011 nekoski investment spring 2012,neutral,"['Kyroskoski', 'investment', 'completed', 'late', '2011', 'nekoski', 'investment', 'spring', '2012']"
Group cash flow operation positive,positive,"['Group', 'cash', 'flow', 'operation', 'positive']"
7 March 2011 Finnish company Digia Oyj HEL DIG1V announced today agreement mobilephone major Nokia Oyj HEL NOK1V acquire commercial licensing service business related Nokia Qt technology,positive,"['7', 'March', '2011', 'Finnish', 'company', 'Digia', 'Oyj', 'HEL', 'DIG1V', 'announced', 'today', 'agreement', 'mobilephone', 'major', 'Nokia', 'Oyj', 'HEL', 'NOK1V', 'acquire', 'commercial', 'licensing', 'service', 'business', 'related', 'Nokia', 'Qt', 'technology']"
Operating loss totaled EUR 25mn compared profit EUR 63mn corresponding period 2005,negative,"['Operating', 'loss', 'totaled', 'EUR', '25mn', 'compared', 'profit', 'EUR', '63mn', 'corresponding', 'period', '2005']"
Renewed AB InBev Bid SABMiller Ups Stake Beer Battle,positive,"['Renewed', 'AB', 'InBev', 'Bid', 'SABMiller', 'Ups', 'Stake', 'Beer', 'Battle']"
Rautaruukki Corporation Stock exchange release 3 December 2009 12 noon Ruukki construction engineering division improve adjust operation Finland,positive,"['Rautaruukki', 'Corporation', 'Stock', 'exchange', 'release', '3', 'December', '2009', '12', 'noon', 'Ruukki', 'construction', 'engineering', 'division', 'improve', 'adjust', 'operation', 'Finland']"
Etteplan target employ least 20 people Borlnge,positive,"['Etteplan', 'target', 'employ', 'least', '20', 'people', 'Borlnge']"
Thanks extensive industry operation experience Cybercom offer strategic technological expertise market telecom industry medium public sector retail banking financial service,neutral,"['Thanks', 'extensive', 'industry', 'operation', 'experience', 'Cybercom', 'offer', 'strategic', 'technological', 'expertise', 'market', 'telecom', 'industry', 'medium', 'public', 'sector', 'retail', 'banking', 'financial', 'service']"
FB rejecting HIGHS shortableat 109,negative,"['FB', 'rejecting', 'HIGHS', 'shortableat', '109']"
AstraZeneca plc Dixons Carphone PLC RedHot Growth Stars,positive,"['AstraZeneca', 'plc', 'Dixons', 'Carphone', 'PLC', 'RedHot', 'Growth', 'Stars']"
Finnish automation solution developer Cencorp Corporation OMX Helsinki CNC1V issued Thursday 18 September profit warning third quarter 2008,neutral,"['Finnish', 'automation', 'solution', 'developer', 'Cencorp', 'Corporation', 'OMX', 'Helsinki', 'CNC1V', 'issued', 'Thursday', '18', 'September', 'profit', 'warning', 'third', 'quarter', '2008']"
Secure file online Like filling tax return making backup boring,neutral,"['Secure', 'file', 'online', 'Like', 'filling', 'tax', 'return', 'making', 'backup', 'boring']"
COST short finally making gain take half gain 147,negative,"['COST', 'short', 'finally', 'making', 'gain', 'take', 'half', 'gain', '147']"
NEON oversold,positive,"['NEON', 'oversold']"
situation coated magazine printing paper continue weak,negative,"['situation', 'coated', 'magazine', 'printing', 'paper', 'continue', 'weak']"
Stockmann MasterCard widened scope cooperation Estonia Latvia,positive,"['Stockmann', 'MasterCard', 'widened', 'scope', 'cooperation', 'Estonia', 'Latvia']"
EUR 1524 mn net interest income,neutral,"['EUR', '1524', 'mn', 'net', 'interest', 'income']"
third quarter 2007 net sale totaled EUR 2595 mn operating profit EUR 388 mn,neutral,"['third', 'quarter', '2007', 'net', 'sale', 'totaled', 'EUR', '2595', 'mn', 'operating', 'profit', 'EUR', '388', 'mn']"
Finnish pulp paper machinery maker Vaahto Group Oyj swung 11 mln euro 14 mln net profit fiscal 200506 ended August 31 2006 249000 euro 319000 net loss fiscal 200405,positive,"['Finnish', 'pulp', 'paper', 'machinery', 'maker', 'Vaahto', 'Group', 'Oyj', 'swung', '11', 'mln', 'euro', '14', 'mln', 'net', 'profit', 'fiscal', '200506', 'ended', 'August', '31', '2006', '249000', 'euro', '319000', 'net', 'loss', 'fiscal', '200405']"
Swedbank share hardest hit Swedish bank ongoing international financial crisis,negative,"['Swedbank', 'share', 'hardest', 'hit', 'Swedish', 'bank', 'ongoing', 'international', 'financial', 'crisis']"
Finnish silicon wafer maker Okmetic Oyj said September 17 2008 invest total 15 mln euro 213 mln sensor wafer business,neutral,"['Finnish', 'silicon', 'wafer', 'maker', 'Okmetic', 'Oyj', 'said', 'September', '17', '2008', 'invest', 'total', '15', 'mln', 'euro', '213', 'mln', 'sensor', 'wafer', 'business']"
contract Raute Corporation Muling Kemian Wood Products Co Ltd announced 3 November 2010 taken effect,neutral,"['contract', 'Raute', 'Corporation', 'Muling', 'Kemian', 'Wood', 'Products', 'Co', 'Ltd', 'announced', '3', 'November', '2010', 'taken', 'effect']"
Nokia Music Store begin trading Tuesday selling single album well live music streaming,neutral,"['Nokia', 'Music', 'Store', 'begin', 'trading', 'Tuesday', 'selling', 'single', 'album', 'well', 'live', 'music', 'streaming']"
BP join force Det Norske Norway,positive,"['BP', 'join', 'force', 'Det', 'Norske', 'Norway']"
Tekla provides 3D software building infrastructure engineering focus building information modelling steel concrete structure design construction,neutral,"['Tekla', 'provides', '3D', 'software', 'building', 'infrastructure', 'engineering', 'focus', 'building', 'information', 'modelling', 'steel', 'concrete', 'structure', 'design', 'construction']"
2009 Comptel slipped net loss EUR2 1 profit EUR6 6 previous year,neutral,"['2009', 'Comptel', 'slipped', 'net', 'loss', 'EUR2', '1', 'profit', 'EUR6', '6', 'previous', 'year']"
Australia clear AB Inbevs 100 billion SABMiller buyout plan,positive,"['Australia', 'clear', 'AB', 'Inbevs', '100', 'billion', 'SABMiller', 'buyout', 'plan']"
current year Raute expects net sale increase operating result positive,positive,"['current', 'year', 'Raute', 'expects', 'net', 'sale', 'increase', 'operating', 'result', 'positive']"
FTSE 100 flat Standard Chartered lead riser,positive,"['FTSE', '100', 'flat', 'Standard', 'Chartered', 'lead', 'riser']"
HELSINKI AFX Metso said upgrade one UPMKymmene four paper machine latter mill Jaemsaenkoski new coating color supply system machine process control quality measurement,positive,"['HELSINKI', 'AFX', 'Metso', 'said', 'upgrade', 'one', 'UPMKymmene', 'four', 'paper', 'machine', 'latter', 'mill', 'Jaemsaenkoski', 'new', 'coating', 'color', 'supply', 'system', 'machine', 'process', 'control', 'quality', 'measurement']"
Brazilian nonprofit interbank Camara Interbancaria de Pagamentos CIP acquired solution US business integration solution provider Sterling Commerce latter company said statement,positive,"['Brazilian', 'nonprofit', 'interbank', 'Camara', 'Interbancaria', 'de', 'Pagamentos', 'CIP', 'acquired', 'solution', 'US', 'business', 'integration', 'solution', 'provider', 'Sterling', 'Commerce', 'latter', 'company', 'said', 'statement']"
net sale whole fiscal year 2008 lower 2007 operating profit estimated negative,neutral,"['net', 'sale', 'whole', 'fiscal', 'year', '2008', 'lower', '2007', 'operating', 'profit', 'estimated', 'negative']"
restriction apply statutory dividend,neutral,"['restriction', 'apply', 'statutory', 'dividend']"
Finnish business software group AffectoGenimap Oyj said net profit halved 12 mln euro 15 mln first nine month 2006 22 mln euro 28 mln period 2005,negative,"['Finnish', 'business', 'software', 'group', 'AffectoGenimap', 'Oyj', 'said', 'net', 'profit', 'halved', '12', 'mln', 'euro', '15', 'mln', 'first', 'nine', 'month', '2006', '22', 'mln', 'euro', '28', 'mln', 'period', '2005']"
Exports good fell 59 import 167,neutral,"['Exports', 'good', 'fell', '59', 'import', '167']"
DXCM Making higher high higher low consolidates past several week 2670 time high 2006,positive,"['DXCM', 'Making', 'higher', 'high', 'higher', 'low', 'consolidates', 'past', 'several', 'week', '2670', 'time', 'high', '2006']"
Equity ratio 609 compared 542 third quarter 2007 net sale Frozen Foods Business totaled EUR 110 5 third quarter 2006,positive,"['Equity', 'ratio', '609', 'compared', '542', 'third', 'quarter', '2007', 'net', 'sale', 'Frozen', 'Foods', 'Business', 'totaled', 'EUR', '110', '5', 'third', 'quarter', '2006']"
Finnair PLC carried record 88 million passenger 2006 increase 35 percent previous year Finnish national carrier reported Tuesday,positive,"['Finnair', 'PLC', 'carried', 'record', '88', 'million', 'passenger', '2006', 'increase', '35', 'percent', 'previous', 'year', 'Finnish', 'national', 'carrier', 'reported', 'Tuesday']"
solid fuel heated sludge mixed therein,neutral,"['solid', 'fuel', 'heated', 'sludge', 'mixed', 'therein']"
Changes asbuilt model design communicated subcontractor accommodate steel GRC glass reinforced concrete fabrication process,neutral,"['Changes', 'asbuilt', 'model', 'design', 'communicated', 'subcontractor', 'accommodate', 'steel', 'GRC', 'glass', 'reinforced', 'concrete', 'fabrication', 'process']"
Sales Department Store Division increased 15 sale clothing store subsidiary Seppala increased 8 Meanwhile sale Hobby Hall decreased 12,positive,"['Sales', 'Department', 'Store', 'Division', 'increased', '15', 'sale', 'clothing', 'store', 'subsidiary', 'Seppala', 'increased', '8', 'Meanwhile', 'sale', 'Hobby', 'Hall', 'decreased', '12']"
Nokia US share 33 percent lower 1273 1750 GMT,neutral,"['Nokia', 'US', 'share', '33', 'percent', 'lower', '1273', '1750', 'GMT']"
ENDP sued FTCnobody buy hanging head,negative,"['ENDP', 'sued', 'FTCnobody', 'buy', 'hanging', 'head']"
15 September 2010 Finnish electrical component maker Salcomp Oyj HEL SAL1V announced today launch latest Twist charger platform,neutral,"['15', 'September', '2010', 'Finnish', 'electrical', 'component', 'maker', 'Salcomp', 'Oyj', 'HEL', 'SAL1V', 'announced', 'today', 'launch', 'latest', 'Twist', 'charger', 'platform']"
EBRD using fund provide 216 million loan B portion 10 million Euros syndicated two Finnish commercial bank Nordea Bank Finland Plc Pohjola Bank Plc,neutral,"['EBRD', 'using', 'fund', 'provide', '216', 'million', 'loan', 'B', 'portion', '10', 'million', 'Euros', 'syndicated', 'two', 'Finnish', 'commercial', 'bank', 'Nordea', 'Bank', 'Finland', 'Plc', 'Pohjola', 'Bank', 'Plc']"
Shareholder full name ID code Petri Ailus born 1591966 information please contact Isto Hantila CEO tel 358 9 591 8342,neutral,"['Shareholder', 'full', 'name', 'ID', 'code', 'Petri', 'Ailus', 'born', '1591966', 'information', 'please', 'contact', 'Isto', 'Hantila', 'CEO', 'tel', '358', '9', '591', '8342']"
GMCR way acting may fall 65 today horrible action since hit 70 yesterday,negative,"['GMCR', 'way', 'acting', 'may', 'fall', '65', 'today', 'horrible', 'action', 'since', 'hit', '70', 'yesterday']"
renovation biggest moulding line Orhangazi foundry modern line Europe,positive,"['renovation', 'biggest', 'moulding', 'line', 'Orhangazi', 'foundry', 'modern', 'line', 'Europe']"
financial impact estimated 15 MEUR annual improvement division result starting fiscal year 2007,positive,"['financial', 'impact', 'estimated', '15', 'MEUR', 'annual', 'improvement', 'division', 'result', 'starting', 'fiscal', 'year', '2007']"
Cargotec share capital increase total 64046460 euro,neutral,"['Cargotec', 'share', 'capital', 'increase', 'total', '64046460', 'euro']"
Olvi expects sale market share increase first quarter 2010,positive,"['Olvi', 'expects', 'sale', 'market', 'share', 'increase', 'first', 'quarter', '2010']"
plant collect raw material Baltic Sea region,neutral,"['plant', 'collect', 'raw', 'material', 'Baltic', 'Sea', 'region']"
operating profit net sale sixmonth period increased respectively EUR13 8 EUR143 6 compared corresponding period 2007,positive,"['operating', 'profit', 'net', 'sale', 'sixmonth', 'period', 'increased', 'respectively', 'EUR13', '8', 'EUR143', '6', 'compared', 'corresponding', 'period', '2007']"
Tesco share price close higher two director leave grocer,positive,"['Tesco', 'share', 'price', 'close', 'higher', 'two', 'director', 'leave', 'grocer']"
total capital fund managed bank decreased 28 EUR 284mn end September 2008,negative,"['total', 'capital', 'fund', 'managed', 'bank', 'decreased', '28', 'EUR', '284mn', 'end', 'September', '2008']"
chain posted sale 298 million euro full 2005 rise 195 percent yearonyear,positive,"['chain', 'posted', 'sale', '298', 'million', 'euro', 'full', '2005', 'rise', '195', 'percent', 'yearonyear']"
strike Finnair estimate incur net loss EUR2m EUR2 5 per day,neutral,"['strike', 'Finnair', 'estimate', 'incur', 'net', 'loss', 'EUR2m', 'EUR2', '5', 'per', 'day']"
contrast company net loss third quarter 2009 contracted EUR 76 million EUR 256 million corresponding period year ago,positive,"['contrast', 'company', 'net', 'loss', 'third', 'quarter', '2009', 'contracted', 'EUR', '76', 'million', 'EUR', '256', 'million', 'corresponding', 'period', 'year', 'ago']"
